player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Precious Achiuwa,achiupr01,2023,RS,TOR,2328,1140,-2.442458528,0.605967533,-1.836490995,1.583853982,-3.756531688,-2.172677706,-1.77117981,-0.283672608,-2.054852418,0.400487529,0.400487529,0,-1.867986323,-0.182805936,-2.050792258,-0.956064831
Steven Adams,adamsst01,2023,RS,MEM,2391,1133,-0.539148559,4.174472679,3.63532412,4.196019485,0.186158574,4.38217806,0.416278908,3.550985038,3.967263946,3.892111052,3.892111052,0,0.025096797,3.570023674,3.595120472,0.237905356
Bam Adebayo,adebaba01,2023,PO,MIA,1681,850,-2.042951574,1.343184934,-0.699766641,0.576724929,3.9555257,4.53225063,-1.667750413,1.933159611,0.265409198,1.342984023,0,1.342984023,-0.347436401,2.167668642,1.820232241,-0.415819766
Bam Adebayo,adebaba01,2023,RS,MIA,5252,2598,-1.861595555,2.663534112,0.801938557,1.906596618,2.212168609,4.118765227,-1.154757719,2.718460298,1.563702579,5.692163679,5.692163679,0,-0.957159196,2.658545268,1.701386071,-0.452741158
Ochai Agbaji,agbajoc01,2023,RS,UTA,2604,1209,-1.323937715,-2.198396043,-3.522333759,0.637793414,-0.569348821,0.068444593,-1.010695667,-1.964926572,-2.97562224,-0.139469098,-0.139469098,0,-1.14586496,-2.506387133,-3.652252093,0.216215922
Santi Aldama,aldamsa01,2023,PO,MEM,216,101,1.17721768,-4.883401823,-3.706184143,3.751935114,-11.31583939,-7.563904279,1.885518274,-6.540860519,-4.655342246,-0.100865666,0,-0.100865666,0.556519175,-7.733596135,-7.177076959,-0.383583963
Santi Aldama,aldamsa01,2023,RS,MEM,3608,1682,-1.154400886,-0.139501149,-1.293902035,-0.403942482,-0.740155458,-1.14409794,-1.074280306,-0.324344753,-1.398625058,1.159520292,1.159520292,0,-1.353368147,0.287605471,-1.065762676,-0.014862369
Nickeil Alexander-Walker,alexani01,2023,PO,MIN,292,148,0.14154224,8.968610109,9.110152349,1.675756209,13.22208555,14.89784176,0.498181597,10.46812043,10.96630202,1.063356234,0,1.063356234,-0.75768966,11.96972598,11.21203632,-0.444068717
Nickeil Alexander-Walker,alexani01,2023,RS,MIN,771,356,-0.665278864,2.285225307,1.619946443,-0.673429757,-1.162650635,-1.836080392,-0.697540465,1.689878487,0.992338022,0.679977462,0.679977462,0,-0.987688002,0.789648608,-0.198039393,0.03743723
Nickeil Alexander-Walker,alexani01,2023,RS,UTA,1122,528,0.305685304,4.07516673,4.380852035,-2.334215811,1.783298278,-0.550917533,-0.242009449,3.878548646,3.636539197,1.736579956,1.736579956,0,0.705422142,2.869344925,3.574767067,0.94679047
Grayson Allen,allengr01,2023,PO,MIL,320,149,2.12666933,-2.307842109,-0.181172779,5.206378478,-2.926194776,2.280183702,2.860121634,-2.473612966,0.386508667,0.247124255,0,0.247124255,2.370093929,-5.148293055,-2.778199127,0.482609005
Grayson Allen,allengr01,2023,RS,MIL,4214,1972,-0.209479539,0.431682929,0.222203389,0.168458943,-0.326563174,-0.158104231,-0.140704042,0.242679824,0.101975783,2.880050069,2.880050069,0,0.109819024,0.358268988,0.468088012,0.374135535
Jarrett Allen,allenja01,2023,PO,CLE,364,191,-1.615437054,1.290935558,-0.324501497,9.101663999,-4.996394791,4.105269208,0.592073861,-0.008999668,0.583074193,0.327436082,0,0.327436082,-1.933484539,-0.764188433,-2.697672972,-2.211050968
Jarrett Allen,allenja01,2023,RS,CLE,4469,2220,-1.311163953,1.654456507,0.343292554,2.835205735,2.200632782,5.035838517,-0.539437353,1.805442886,1.266005533,4.528900772,4.528900772,0,-0.219657131,2.517666938,2.298009807,-0.439438216
Jose Alvarado,alvarjo01,2023,RS,NOP,2778,1310,0.039258347,1.396093695,1.435352042,-0.677184551,3.379530873,2.702346323,-0.103565847,1.865416284,1.761850437,3.025179269,3.025179269,0,-0.424834786,1.927231591,1.502396805,0.322323361
Kyle Anderson,anderky01,2023,PO,MIN,214,104,-1.617480481,-0.316271018,-1.933751499,-7.512187248,-1.394593526,-8.906780774,-2.914574785,-0.506127169,-3.420701954,-0.037286922,0,-0.037286922,-3.280237466,2.512700575,-0.767536892,1.557570398
Kyle Anderson,anderky01,2023,RS,MIN,4145,1957,0.005730514,1.336546438,1.342276952,1.998162862,0.51313788,2.511300742,0.436028117,1.234038346,1.670066462,4.395997187,4.395997187,0,-0.265775612,1.242597107,0.976821495,-0.394941827
Giannis Antetokounmpo,antetgi01,2023,PO,MIL,204,91,-3.587460259,-7.107604891,-10.69506515,-10.53870259,2.624312164,-7.914390427,-5.296677162,-5.377618898,-10.67429606,-0.390002051,0,-0.390002051,-3.891641193,-7.91081888,-11.80246007,2.727820085
Giannis Antetokounmpo,antetgi01,2023,RS,MIL,4370,2024,3.703791798,2.348775993,6.052567791,3.262478623,1.799753479,5.062232103,3.808481988,2.321659915,6.130141903,9.313686034,9.313686034,0,3.793000884,1.649778701,5.442779585,1.581185863
Thanasis Antetokounmpo,antetth01,2023,PO,MIL,11,5,-8.331038267,-16.23097847,-24.56201674,6.870765606,-5.016905228,1.853860378,-5.684817274,-14.62832307,-20.31314035,-0.04542944,0,-0.04542944,-7.078943658,-19.58333507,-26.66227873,-1.653824198
Thanasis Antetokounmpo,antetth01,2023,RS,MIL,449,206,-5.564393506,-3.622843823,-9.18723733,-9.966385269,-8.9827188,-18.94910407,-6.804963739,-5.001733019,-11.80669676,-0.945595409,-0.945595409,0,-5.450646991,-5.199460023,-10.65010701,-0.665309954
Cole Anthony,anthoco01,2023,RS,ORL,3230,1552,1.922171602,-0.598207487,1.323964114,1.709357401,0.226358135,1.935715536,2.036866773,-0.463140241,1.573726531,3.396952856,3.396952856,0,1.469401101,-0.394041452,1.075359649,-0.787305637
O.G. Anunoby,anunoog01,2023,RS,TOR,4888,2386,-0.858129205,1.89482412,1.036694915,-0.220546212,2.806218957,2.585672745,-0.789527393,2.196114879,1.406587486,5.079681328,5.079681328,0,0.101659162,2.935879332,3.037538494,0.393220886
Ryan Arcidiacono,arcidry01,2023,RS,POR,318,146,-7.252166479,2.282833982,-4.969332497,-9.67237288,5.391482251,-4.280890629,-8.207326865,3.137595571,-5.069731293,-0.171670668,-0.171670668,0,-7.132402963,1.567106415,-5.565296548,-0.656709001
Ryan Arcidiacono,arcidry01,2023,RS,NYK,57,26,-6.171926383,2.484973633,-3.68695275,-16.95116158,14.45908567,-2.49207591,-8.849258861,5.117861173,-3.731397688,-0.013065314,-0.013065314,0,-5.679132775,1.947856447,-3.731276328,0.363449846
Deni Avdija,avdijde01,2023,RS,WAS,4198,2020,-1.920581651,0.954963131,-0.96561852,-0.602359065,-0.180090322,-0.782449387,-1.762021409,0.791316195,-0.970705213,1.834479471,1.834479471,0,-1.536854724,1.230156139,-0.306698585,0.040244082
Deandre Ayton,aytonde01,2023,PO,PHO,660,319,-3.269676303,-1.571936828,-4.84161313,-2.718634199,-1.10526178,-3.823895978,-3.401890043,-1.485445175,-4.887335219,-0.356690862,0,-0.356690862,-4.720490059,-0.239839269,-4.960329328,-0.567943937
Deandre Ayton,aytonde01,2023,RS,PHO,4182,2035,-2.124943691,0.351086198,-1.773857493,-2.095830122,-1.91237183,-4.008201952,-2.250712558,-0.136402742,-2.3871153,0.37486395,0.37486395,0,-1.904039651,0.131374503,-1.772665148,-0.509971594
Udoka Azubuike,azubuud01,2023,RS,UTA,785,359,-4.865376575,0.97941968,-3.885956895,-6.299387132,-1.953437221,-8.252824353,-5.484095822,0.467055457,-5.017040365,-0.413373229,-0.413373229,0,-5.82631715,-1.400340537,-7.226657686,-0.45259973
Marvin Bagley III,baglema01,2023,RS,DET,2066,990,-1.9424991,0.967490252,-0.975008848,-1.356408457,-1.741878663,-3.09828712,-1.875703859,0.522569154,-1.353134705,0.702774818,0.702774818,0,-2.05082266,-0.419688874,-2.470511534,-0.397560374
Patrick Baldwin Jr.,baldwpa01,2023,PO,GSW,24,11,-8.208638829,9.207033689,0.998394859,-10.47834678,-0.864748042,-11.34309482,-9.137220218,7.656970992,-1.480249226,0.007343358,0,0.007343358,-8.153850732,5.520407235,-2.633443496,-0.08291741
Patrick Baldwin Jr.,baldwpa01,2023,RS,GSW,483,226,-2.20435627,-2.151561915,-4.355918185,-5.742984258,-3.131770425,-8.874754683,-3.076889038,-2.476400629,-5.553289667,-0.32445679,-0.32445679,0,-1.437068178,-2.957199282,-4.39426746,0.381870669
LaMelo Ball,ballla01,2023,RS,CHA,2757,1268,1.819526218,-0.362158315,1.457367903,2.658502196,-3.271476263,-0.612974067,2.221353275,-0.981727699,1.239625576,2.620348369,2.620348369,0,2.710252628,-0.134798604,2.575454025,1.537870685
Mo Bamba,bambamo01,2023,PO,LAL,22,10,-8.079612456,-6.938429935,-15.01804239,-2.719907133,27.24624842,24.52634129,-7.581194506,-0.336023798,-7.917218303,-0.027083618,0,-0.027083618,-4.901415992,-3.448651141,-8.350067133,-0.383385695
Mo Bamba,bambamo01,2023,RS,ORL,1401,681,-0.529958348,-1.520413882,-2.05037223,2.761398209,0.449611317,3.211009526,0.152593452,-1.206682474,-1.054089022,0.585680069,0.585680069,0,-0.210548048,-1.8250685,-2.035616547,-0.609428207
Mo Bamba,bambamo01,2023,RS,LAL,190,88,-7.299937183,2.567565175,-4.732372008,-6.917682766,2.964475142,-3.953207624,-7.681037103,2.798118727,-4.882918376,-0.096922047,-0.096922047,0,-5.621759236,0.573599843,-5.048159393,1.221721916
Paolo Banchero,banchpa01,2023,RS,ORL,5096,2430,-1.577063214,-0.88012302,-2.457186234,-0.515353704,-4.506574034,-5.021927738,-1.397951371,-1.690712842,-3.088664213,-0.421515811,-0.421515811,0,-1.596659607,-1.852705828,-3.449365435,0.395364317
Desmond Bane,banede01,2023,PO,MEM,487,231,0.815490223,-2.393801312,-1.578311089,2.271545268,-2.487072381,-0.215527114,1.280924529,-2.533692156,-1.252767627,0.183768663,0,0.183768663,-0.041108459,-3.634181371,-3.67528983,0.957532297
Desmond Bane,banede01,2023,RS,MEM,3961,1841,3.220298676,-0.048250294,3.172048382,3.801330818,1.997804096,5.799134914,3.515911201,0.32575102,3.841662221,6.22918821,6.22918821,0,2.873543605,0.694455195,3.5679988,0.615957878
Dalano Banton,bantoda01,2023,RS,TOR,588,279,-0.930275955,-1.506331453,-2.436607408,-4.532787936,-0.768804617,-5.301592553,-1.748278141,-1.453927311,-3.202205452,-0.064330309,-0.064330309,0,-1.58909063,-0.985031264,-2.574121894,-0.061526635
Dominick Barlow,barlodo01,2023,RS,SAS,893,408,-2.056206584,0.342999552,-1.713207032,-3.192959792,-0.377542016,-3.570501808,-2.376548158,0.327149913,-2.049398245,0.145520776,0.145520776,0,-3.742244015,-0.289663047,-4.031907062,-0.219813145
Harrison Barnes,barneha02,2023,PO,SAC,435,196,-0.460583668,2.614969165,2.154385497,-9.992788831,-8.101737411,-18.09452624,-2.466893955,0.510185462,-1.956708493,0.082192687,0,0.082192687,-2.843564849,0.048325059,-2.79523979,0.451225412
Harrison Barnes,barneha02,2023,RS,SAC,5640,2662,0.627484594,0.48557742,1.113062015,1.513208843,0.020532323,1.533741167,0.812327238,0.437325226,1.249652464,5.439890239,5.439890239,0,0.692756747,0.145625905,0.838382652,0.144050993
Scottie Barnes,barnesc01,2023,RS,TOR,5507,2678,-0.414756738,0.397931863,-0.016824875,2.444975327,0.810976906,3.255952233,0.143331665,0.498606539,0.641938204,4.616106808,4.616106808,0,0.838905502,1.38722331,2.226128812,-0.399672563
RJ Barrett,barrerj01,2023,PO,NYK,731,377,1.049160631,-1.350683527,-0.301522897,-7.958114905,-4.460496402,-12.41861131,-0.711837019,-2.119979257,-2.831816276,-0.016335609,0,-0.016335609,-0.259103632,-2.120625621,-2.379729253,0.635155231
RJ Barrett,barrerj01,2023,RS,NYK,5099,2475,-0.464891332,-2.061860731,-2.526752063,-0.958899844,-4.084948893,-5.043848737,-0.6483074,-2.614827278,-3.263134678,-0.651153587,-0.651153587,0,-0.116723663,-2.102275145,-2.218998808,0.497744901
Will Barton,bartowi01,2023,RS,TOR,435,211,-3.501658707,-1.050933376,-4.552592082,-5.723886292,0.363189816,-5.360696476,-4.205325138,-0.834637575,-5.039962713,-0.243244913,-0.243244913,0,-2.920978787,-0.201899709,-3.122878496,-1.340742601
Will Barton,bartowi01,2023,RS,WAS,1637,782,-1.196234137,-4.87183993,-6.068074067,-4.57174693,-0.9117782,-5.48352513,-1.966129642,-4.330917132,-6.297046774,-1.41333157,-1.41333157,0,-1.65671915,-4.256920665,-5.913639815,-0.13240074
Charles Bassey,bassech01,2023,RS,SAS,1093,508,-1.909734742,0.279038208,-1.630696534,-0.679836707,2.298228295,1.618391588,-1.70934063,0.825868465,-0.883472165,0.484488025,0.484488025,0,-2.59778259,-0.537371391,-3.13515398,0.149877631
Keita Bates-Diop,bateske01,2023,RS,SAS,3121,1452,-1.038942414,-0.115136225,-1.154078639,-2.212311467,0.633088726,-1.579222741,-1.289113329,0.105893458,-1.183219871,1.160565148,1.160565148,0,-2.201912215,-0.889091853,-3.091004068,-0.010597561
Nicolas Batum,batumni01,2023,PO,LAC,195,92,0.862767592,-5.710043038,-4.847275446,-2.943888193,-3.506428749,-6.450316943,0.13888565,-5.490915058,-5.352029408,-0.126273133,0,-0.126273133,-1.776883408,-5.672822275,-7.449705683,0.239695197
Nicolas Batum,batumni01,2023,RS,LAC,3607,1709,-1.054722385,0.539441774,-0.515280611,0.695086925,2.189638752,2.884725677,-0.761374666,0.906547376,0.145172709,2.530491848,2.530491848,0,-1.00344076,0.854542948,-0.148897812,0.24384681
Darius Bazley,bazleda01,2023,RS,PHO,131,61,-7.170670505,3.10725947,-4.063411035,-5.496109319,-9.850059194,-15.34616851,-7.284332797,0.508643963,-6.775688834,-0.126920766,-0.126920766,0,-3.747680978,1.289562753,-2.458118225,1.315142044
Darius Bazley,bazleda01,2023,RS,OKC,1177,555,-3.051799886,3.276642029,0.224842143,-3.554648588,2.372778312,-1.181870276,-3.349999437,3.280472058,-0.069527379,0.757217287,0.757217287,0,-2.715622706,1.903955414,-0.811667293,-0.237774271
Bradley Beal,bealbr01,2023,RS,WAS,3414,1673,2.350172078,-1.415671376,0.934500702,2.580052309,-0.674859059,1.905193251,2.536572124,-1.339510192,1.197061932,3.349344261,3.349344261,0,2.279223077,-1.373811066,0.905412011,-0.591032687
Malik Beasley,beaslma01,2023,PO,LAL,194,91,-1.068135194,-4.271467685,-5.339602879,-6.669479831,-1.326333711,-7.995813543,-2.342551544,-4.015144816,-6.357696359,-0.173734319,0,-0.173734319,-1.120059215,-5.752493828,-6.872553043,0.557900149
Malik Beasley,beaslma01,2023,RS,LAL,1335,621,-1.089239773,-0.995908457,-2.08514823,-2.788989319,-0.657030676,-3.446019995,-1.50318412,-1.008566059,-2.511750179,0.076068089,0.076068089,0,-0.975431535,-1.298645828,-2.274077363,0.778738385
Malik Beasley,beaslma01,2023,RS,UTA,3120,1472,1.080540797,-1.809201889,-0.728661092,-0.972587311,-1.753076785,-2.725664096,0.704980426,-1.889332908,-1.184352482,1.179032648,1.179032648,0,0.982354548,-1.650757543,-0.668402995,0.275448088
MarJon Beauchamp,beaucma01,2023,PO,MIL,11,5,9.039332409,-19.4774436,-10.43811119,5.67749918,-3.274091942,2.403407237,8.886618845,-17.23199517,-8.345376328,-0.014766564,0,-0.014766564,8.092679938,-18.84370422,-10.75102428,0.300659978
MarJon Beauchamp,beaucma01,2023,RS,MIL,1505,701,-3.580353333,-1.458125279,-5.038478612,-3.586877494,-2.305610764,-5.892488257,-3.794582507,-1.771707417,-5.566289925,-1.01243016,-1.01243016,0,-2.855673445,-1.642688303,-4.498361748,0.519427244
Davis Bertans,bertada01,2023,RS,DAL,1028,492,0.243516448,-0.953225067,-0.709708619,-2.373500228,-0.394952876,-2.768453104,-0.305669374,-0.864323617,-1.169992991,0.398285828,0.398285828,0,-0.053545823,-1.801084918,-1.854630741,0.426271505
Patrick Beverley,beverpa01,2023,RS,CHI,1207,605,-2.420008752,1.251312449,-1.168696303,-0.862757082,0.999520368,0.136763286,-2.208912639,1.241261284,-0.967651355,0.540978345,0.540978345,0,-2.53861115,2.508090636,-0.030520513,-1.684372923
Patrick Beverley,beverpa01,2023,RS,LAL,2579,1211,-2.91816809,0.052316169,-2.865851921,-1.804890315,-1.32162677,-3.126517084,-2.869826641,-0.239345067,-3.109171708,-0.221244773,-0.221244773,0,-3.296960041,0.787495283,-2.509464758,-0.304853818
Saddiq Bey,beysa01,2023,PO,ATL,288,133,1.241177687,-6.055256332,-4.814078645,7.955401329,-17.96926763,-10.0138663,2.654685565,-8.89932721,-6.244641644,-0.244671393,0,-0.244671393,4.016659943,-8.688537807,-4.671877863,0.040220583
Saddiq Bey,beysa01,2023,RS,DET,3194,1500,0.977035459,-2.112449328,-1.135413869,0.71435684,-1.60919771,-0.89484087,1.050446846,-2.081470362,-1.031023516,1.31451588,1.31451588,0,0.662140361,-2.107371808,-1.445231447,-0.078015454
Saddiq Bey,beysa01,2023,RS,ATL,1348,629,2.373890152,-2.383771454,-0.009881302,5.09286068,-0.038926068,5.053934612,3.062735504,-2.021627656,1.041107848,1.216061601,1.216061601,0,2.668177011,-2.204356354,0.463820657,-0.046857549
Khem Birch,birchkh01,2023,RS,TOR,331,162,-6.402025581,-0.814382995,-7.216408577,-2.423125154,2.656827563,0.233702409,-5.984195086,-0.147133586,-6.131328672,-0.277757588,-0.277757588,0,-6.006345636,-0.170039911,-6.176385546,-0.620227374
Goga Bitadze,bitadgo01,2023,RS,IND,431,202,-2.463719089,1.859430526,-0.604288563,-2.346865797,5.30712357,2.960257773,-2.567833299,2.761369801,0.193536502,0.304757427,0.304757427,0,-2.726950039,1.16475694,-1.562193099,0.464266642
Goga Bitadze,bitadgo01,2023,RS,ORL,524,255,1.914322538,0.991665829,2.905988367,-0.097530402,4.574743235,4.477212832,1.646370265,1.808170369,3.454540634,0.803907735,0.803907735,0,0.904694671,0.040430668,0.945125339,-0.41378106
Bismack Biyombo,biyombi01,2023,PO,PHO,165,78,-0.715773257,-9.900125479,-10.61589874,-2.814957303,-1.371190681,-4.186147984,-1.232667747,-8.656617168,-9.889284916,-0.29486655,0,-0.29486655,-5.127148059,-8.095177827,-13.22232589,0.617410718
Bismack Biyombo,biyombi01,2023,RS,PHO,1808,874,-4.43039154,1.569702867,-2.860688673,0.106504453,1.148031214,1.254535666,-3.771037896,1.525375071,-2.245662824,0.223855692,0.223855692,0,-3.387477712,1.061976629,-2.325501083,-0.464842825
Buddy Boeheim,boehebu01,2023,RS,DET,187,90,-2.401141223,-2.622044959,-5.023186182,-0.975488148,6.271938672,5.296450525,-2.220801729,-0.863222861,-3.084024589,-0.015246583,-0.015246583,0,-3.099874223,-2.029220775,-5.129094998,-0.599891828
Bogdan Bogdanovic,bogdabo01,2023,PO,ATL,334,157,7.231583049,0.837713757,8.069296806,11.74125417,4.070750565,15.81200474,8.560716012,1.62266273,10.18337874,1.067657912,0,1.067657912,10.17736485,2.049166236,12.22653108,-0.074580085
Bogdan Bogdanovic,bogdabo01,2023,RS,ATL,3180,1508,2.264922713,-0.3899672,1.874955514,3.108731772,-2.52814051,0.580591263,2.556791083,-0.845534767,1.711256316,3.415854129,3.415854129,0,2.815176487,-0.786051125,2.029125362,-0.486800867
Bojan Bogdanovic,bogdabo02,2023,RS,DET,3990,1893,1.82289506,-3.144898744,-1.322003684,1.783406524,-3.210615799,-1.427209276,2.014861381,-3.300906495,-1.286045115,1.42383919,1.42383919,0,1.611661819,-3.542902125,-1.931240306,0.709512005
Bol Bol,bolbo01,2023,RS,ORL,3165,1505,-3.057724918,-1.623599929,-4.681324847,-3.615245612,-0.192634117,-3.807879729,-3.3264316,-1.421151613,-4.747583214,-1.534799229,-1.534799229,0,-4.371401422,-2.353156802,-6.724558223,0.062709039
Leandro Bolmaro,bolmale01,2023,RS,UTA,147,68,-11.53493305,7.470461939,-4.064471108,-6.446438604,10.25606937,3.809630769,-11.19512039,8.551235357,-2.64388503,0.003743555,0.003743555,0,-8.740120013,4.356798256,-4.383321757,1.701045878
Devin Booker,bookede01,2023,PO,PHO,952,459,9.485297382,3.855779247,13.34107663,4.400924655,-9.197857462,-4.796932807,8.910361745,1.431859464,10.34222121,3.204421097,0,3.204421097,6.265154109,2.352149682,8.617303791,1.31237775
Devin Booker,bookede01,2023,RS,PHO,3792,1835,4.645059808,-0.965243631,3.679816178,6.508768527,-0.10917978,6.399588747,5.324811325,-0.870041499,4.454769827,6.777622771,6.777622771,0,5.474197627,-0.118214161,5.355983466,0.484747329
Brandon Boston Jr.,bostobr01,2023,PO,LAC,2,1,-74.35922037,3.346367181,-71.01285319,-71.86908041,1.397536504,-70.47154391,-78.65942685,3.273816419,-75.38561043,-0.03704582,0,-0.03704582,-75.35425576,-4.344725426,-79.69898119,-3.015259937
Brandon Boston Jr.,bostobr01,2023,RS,LAC,529,248,1.218952333,-1.063552936,0.155399397,-2.84608357,-3.229683962,-6.075767533,0.4841159,-1.552438408,-1.068322508,0.212601215,0.212601215,0,-0.825947805,-1.564223544,-2.390171349,-0.085746925
Chris Boucher,bouchch01,2023,RS,TOR,3125,1523,0.467703233,0.124209408,0.591912641,-3.072375839,0.256324205,-2.816051633,-0.259276301,0.149543918,-0.109732383,2.043302146,2.043302146,0,0.35758931,0.234127609,0.59171692,-0.407220217
James Bouknight,bouknja01,2023,RS,CHA,1097,515,-3.539089082,-2.397849688,-5.93693877,-4.095079817,1.481687144,-2.613392673,-3.786364559,-1.708378466,-5.494743025,-0.721477038,-0.721477038,0,-3.635109919,-2.198926766,-5.834036685,0.040247343
Jamaree Bouyea,bouyeja01,2023,RS,MIA,126,65,-7.741017891,2.284931313,-5.456086578,-2.743869474,-7.783530594,-10.52740007,-7.170717967,0.314100882,-6.856617085,-0.132840436,-0.132840436,0,-7.078972116,0.983896824,-6.095075292,-2.480815481
Jamaree Bouyea,bouyeja01,2023,RS,WAS,12,6,-9.496619544,-10.23695364,-19.73357319,-4.151031312,18.39320512,14.24217381,-8.88273962,-4.814397819,-13.69713744,-0.033217906,-0.033217906,0,-5.122795194,-4.302992489,-9.425787683,-0.883915272
Tony Bradley,bradlto01,2023,RS,CHI,80,33,-0.738650159,-7.299121211,-8.03777137,-2.147606382,6.454987559,4.307381178,-1.033367377,-4.894933384,-5.928300761,-0.054020268,-0.054020268,0,-1.334784049,-4.357353425,-5.692137474,0.959111879
Malaki Branham,branhma01,2023,RS,SAS,3370,1550,-3.002240544,-4.312209066,-7.31444961,-1.025207998,-1.204147708,-2.229355706,-2.705441516,-3.872706112,-6.578147628,-3.045435998,-3.045435998,0,-2.758821572,-3.886860996,-6.645682568,0.603421162
Jarrell Brantley,brantja01,2023,RS,UTA,80,39,5.772931579,2.230594884,8.003526463,0.368121265,9.78498951,10.15311078,5.03249932,4.018652906,9.051152226,0.232866094,0.232866094,0,2.430896611,-1.061654233,1.369242378,-0.838564615
Christian Braun,braunch01,2023,PO,DEN,495,247,-1.384138641,4.428638282,3.044499641,-5.783859798,0.058399555,-5.725460243,-2.483677341,3.744256466,1.260579125,0.520060661,0,0.520060661,-2.223340759,3.249670242,1.026329483,-0.225772889
Christian Braun,braunch01,2023,RS,DEN,2457,1181,-1.585075785,0.111368433,-1.473707352,-6.038830731,1.655807149,-4.383023582,-2.612508234,0.426545741,-2.185962492,0.336996877,0.336996877,0,-2.317037275,-0.100677705,-2.41771498,-0.849914004
Mikal Bridges,bridgmi01,2023,PO,BRK,296,157,1.597918178,-2.258600108,-0.66068193,-5.370444234,-8.386656632,-13.75710087,0.370462572,-3.703111986,-3.332649415,-0.048213178,0,-0.048213178,-1.188018152,-3.234651177,-4.422669329,0.160009599
Mikal Bridges,bridgmi01,2023,RS,PHO,4200,2040,0.413267243,0.555676562,0.968943806,0.51976707,-1.202930277,-0.683163208,0.454456325,0.202620136,0.65707646,3.550364716,3.550364716,0,1.025533842,1.021191821,2.046725663,0.121033715
Mikal Bridges,bridgmi01,2023,RS,BRK,1884,923,4.46153765,0.669761675,5.131299325,-1.885448815,0.420197703,-1.465251112,3.393500641,0.648999725,4.042500367,3.211876019,3.211876019,0,3.422223424,0.982083662,4.404307086,0.416157946
Oshae Brissett,brissos01,2023,RS,IND,2306,1083,-1.84893105,-1.363717476,-3.212648526,-0.266749095,0.847535959,0.580786864,-1.625209453,-0.946204202,-2.571413655,0.09835369,0.09835369,0,-0.944376036,-1.758995383,-2.703371419,-0.330987704
Malcolm Brogdon,brogdma01,2023,PO,BOS,963,474,0.719368294,-3.092517766,-2.373149473,4.000766949,1.733529929,5.734296879,1.379815493,-2.293728356,-0.913912863,0.458577135,0,0.458577135,0.355959131,-3.30204148,-2.946082348,0.133315119
Malcolm Brogdon,brogdma01,2023,RS,BOS,3630,1744,3.102955949,-0.737483397,2.365472552,-1.847335431,1.442510681,-0.40482475,2.199518131,-0.375976269,1.823541862,4.048057523,4.048057523,0,2.218451729,-0.119723162,2.098728567,-0.531490316
Dillon Brooks,brookdi01,2023,PO,MEM,350,167,-4.127095505,-0.844133306,-4.971228811,-8.632294081,-3.293336202,-11.92563028,-5.219790764,-1.490115144,-6.709905908,-0.346309453,0,-0.346309453,-5.966441675,-2.36353754,-8.329979216,-0.470372195
Dillon Brooks,brookdi01,2023,RS,MEM,4701,2214,-1.842305428,1.385595277,-0.456710151,-1.943752691,3.68162336,1.737870669,-1.991214464,1.902605604,-0.088608859,3.008921613,3.008921613,0,-1.966632598,2.475449605,0.508817007,0.089306842
Bruce Brown,brownbr01,2023,PO,DEN,1054,530,1.316808907,1.868301655,3.185110562,-1.794238177,2.603153457,0.80891528,0.648521748,2.100754309,2.749276058,1.515150833,0,1.515150833,1.452052466,1.8768637,3.328916167,-1.184372498
Bruce Brown,brownbr01,2023,RS,DEN,4712,2280,-0.775336664,0.667640467,-0.107696198,-5.094866952,-0.361929332,-5.456796283,-1.751282295,0.478270559,-1.273011736,1.702305007,1.702305007,0,-1.339098481,0.429788699,-0.909309783,-0.92881458
Greg Brown III,browngr01,2023,RS,POR,203,93,-8.881708967,0.644935194,-8.236773773,-12.97196887,15.52738841,2.55541953,-10.28875063,3.824006467,-6.464744166,-0.17722404,-0.17722404,0,-10.20623381,1.594332666,-8.61190114,0.552389683
Jaylen Brown,brownja02,2023,PO,BOS,1506,751,-0.21808884,-0.492325666,-0.710414506,-4.193282316,2.270964799,-1.922317517,-1.168286002,0.035645617,-1.132640385,0.645862867,0,0.645862867,-1.619986589,-0.701579447,-2.321566036,1.031334313
Jaylen Brown,brownja02,2023,RS,BOS,5036,2405,0.799313795,0.402791773,1.202105568,-1.704689654,0.14681681,-1.557872844,0.240308227,0.32741909,0.567727318,4.118037022,4.118037022,0,1.690939095,0.870483806,2.561422901,1.167354292
Kendall Brown,brownke03,2023,RS,IND,98,40,-3.490985668,2.732351326,-0.758634342,-6.071039052,10.48407098,4.413031924,-4.217288163,4.588722547,0.371434384,0.065235331,0.065235331,0,-3.71318363,4.084580864,0.371397234,2.429138656
Moses Brown,brownmo01,2023,RS,LAC,612,288,1.131610851,1.934785687,3.066396539,2.67005402,2.187951495,4.858005515,1.549066149,2.119483752,3.668549902,0.946894824,0.946894824,0,0.760545162,0.878528334,1.639073496,0.403307585
Moses Brown,brownmo01,2023,RS,BRK,11,6,-9.702788532,25.09222593,15.3894374,-45.10516359,24.73825395,-20.36690964,-17.69183562,26.66112015,8.969284526,0.03764417,0.03764417,0,-11.85769848,24.06234756,12.20464908,4.977320652
